Title,Price,Neighbourhood,Image URL,Posting URL,Property Type,Size,Rooms
Studio Neuf 48m2 2ème étg Balcon Garage P...,1 188 000 DH,"Palmier à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/389F/m/IMG-20240608-WA0007_76622360.jpg,https://www.mubawab.ma/fr/a/7932389/studio-neuf-48m2-2%C3%A8me-%C3%A9tg-balcon-garage-palmier,Appartement,"48
						m²",2 Pièces
"Appartement 151m, 4ch Al khouzama",1 800 000 DH,"Laymoune à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/381F/m/photo_0_76616643.jpg,https://www.mubawab.ma/fr/a/7932381/appartement-151m-4ch-al-khouzama,Appartement,"151
						m²",6 Pièces
Superbe appartement à vendre à Maarif,1 370 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/355F/m/photo_00_76604421.jpeg,https://www.mubawab.ma/fr/a/7932355/superbe-appartement-%C3%A0-vendre-%C3%A0-maarif,Appartement,"98
						m²",4 Pièces
Appt 2 facades tres haut standing,1 400 000 DH,"Val Fleury à
   					Casablanca",https://www.mubawab-media.com/ad/7/858/462F/m/photo_0_75426176.jpg,https://www.mubawab.ma/fr/a/7858462/appt-2-facades-tres-haut-standing,Appartement,"81
						m²",4 Pièces
Appartement d’exception à vendre,4 900 000 DH,"Casablanca Finance City à
   					Casablanca",https://www.mubawab-media.com/ad/7/902/606F/m/6B3C58ED-26B5-4831-85FB-35B2C6DA3693_73830669.jpeg,https://www.mubawab.ma/fr/a/7902606/appartement-d%E2%80%99exception-%C3%A0-vendre,Appartement,"190
						m²",3 Pièces
Appartement,Prix à consulter,"Mandarona à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/296F/m/IMG_2582_76595892.jpeg,https://www.mubawab.ma/fr/a/7932296/appartement,Appartement,"103
						m²",4 Pièces
"Bel appartement à vendre, triangle d'or",1 900 000 DH,"Triangle d'Or à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/293F/m/P1_76595767.jpg,https://www.mubawab.ma/fr/a/7932293/bel-appartement-%C3%A0-vendre-triangle-d-or,Appartement,"112
						m²",4 Pièces
Superbe Villa a Vendre 1056m a Manar,17 500 000 DH,"El Manar - El Hank à
   					Casablanca",https://www.mubawab-media.com/ad/7/790/482F/m/IMG-20231007-WA0117_57810524.jpg,https://www.mubawab.ma/fr/a/7790482/superbe-villa-a-vendre-1056m-a-manar,Villa,"1056
						m²",6 Pièces
Apparemment bourgogne a vendre,1 450 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/ad/7/819/447F/m/IMG_5031_61270676.jpeg,https://www.mubawab.ma/fr/a/7819447/apparemment-bourgogne-a-vendre,Appartement,"113
						m²",1 Pièce
3ch 163m usage habitation ou bureaux 0 vi...,2 300 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/919/665F/m/WhatsApp%20Image%202024-05-21%20at%2019.09.04_75561979.jpeg,https://www.mubawab.ma/fr/a/7919665/3ch-163m-usage-habitation-ou-bureaux-0-vis-%C3%A0-vis,Appartement,"163
						m²",4 Pièces
Vente Appartement,8 500 DH,"Al Qods à
   					Casablanca",https://www.mubawab-media.com/ad/7/792/071F/m/1000074132_76591616.jpg,https://www.mubawab.ma/fr/a/7792071/vente-appartement,Appartement,"82
						m²",1 Pièce
Appartement a vendre Bd moulay driss 1,3 300 000 DH,"Hermitage à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/226F/m/Screenshot_20240415-211337_Gallery_76590030.jpg,https://www.mubawab.ma/fr/a/7932226/appartement-a-vendre-bd-moulay-driss-1,Appartement,"230
						m²",8 Pièces
"Appartement 50m² 3éme étage, 1 finition l...",670 000 DH,"Quartier Bachkou à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/222F/m/photo_00_76588324.jpg,https://www.mubawab.ma/fr/a/7932222/appartement-50m%C2%B2-3%C3%A9me-%C3%A9tage-1-finition-luxe-%C3%A0-bachkou-pr%C3%A9s-tram-oasis-et-gare,Appartement,"50
						m²",3 Pièces
Unique villa avec vue panoramique océan &...,13 900 000 DH,"Ain Diab Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/706/791F/m/2_48167009.jpg,https://www.mubawab.ma/fr/a/7706791/unique-villa-avec-vue-panoramique-oc%C3%A9an-ville,Villa,"377
						m²",8 Pièces
Studio a vendre bien agencer orienter sud...,1 490 000 DH,"Casablanca Finance City à
   					Casablanca",https://www.mubawab-media.com/ad/7/893/227F/m/IMG_8589_72266771.jpeg,https://www.mubawab.ma/fr/a/7893227/studio-a-vendre-bien-agencer-orienter-sud-cfc,Appartement,"60
						m²",4 Pièces
Ve he d un. Beau appart princesse deux ch,1 580 000 DH,"Les princesses à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/161F/m/IMG-20240609-WA0005_76582298.jpg,https://www.mubawab.ma/fr/a/7932161/ve-he-d-un-beau-appart-princesse-deux-ch,Appartement,"105
						m²",3 Pièces
A vendre Villa 550m2 CIL,10 800 000 DH,"CIL (Hay Salam) à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/109F/m/Agenz-1539MA-6_76574410.jpg,https://www.mubawab.ma/fr/a/7932109/a-vendre-villa-550m2-cil,Villa,"550
						m²",7 Pièces
Maison شوكة à vendre,550 000 DH,"Bernoussi à
   					Casablanca",https://www.mubawab-media.com/ad/7/932/004F/m/20240424_002620_76545795.jpg,https://www.mubawab.ma/fr/a/7932004/maison-%D8%B4%D9%88%D9%83%D8%A9-%C3%A0-vendre,,"45
						m²",8 Pièces
Appartement a vendre belvédère,1 150 000 DH,"Belvédère à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/973F/m/1000011552_76536719.jpg,https://www.mubawab.ma/fr/a/7931973/appartement-a-vendre-belv%C3%A9d%C3%A8re,Appartement,"128
						m²",1 Pièce
Bel appartement à vendre à Oulfa. 2 chamb...,440 000 DH,"Oulfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/961F/m/photo_0_76536427.jpeg,https://www.mubawab.ma/fr/a/7931961/bel-appartement-%C3%A0-vendre-%C3%A0-oulfa-2-chambres-porte-blind%C3%A9e-s%C3%A9curit%C3%A9,Appartement,"53
						m²",4 Pièces
Appartement meublé très bien situé,Prix à consulter,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/870F/m/IMG_20240526_164949_76527907.jpg,https://www.mubawab.ma/fr/a/7931870/appartement-meubl%C3%A9-tr%C3%A8s-bien-situ%C3%A9,Appartement,"60
						m²",3 Pièces
Villa à vendre à californie,9 000 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/594/501F/m/faa18e09-ccf4-4340-aa11-e257489b32c9_36682946.jpg,https://www.mubawab.ma/fr/a/7594501/villa-%C3%A0-vendre-%C3%A0-californie,Villa,"726
						m²",14 Pièces
Vente Bel appartement Quartier Princesses,3 200 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/919/529F/m/Capture_75554816.JPG,https://www.mubawab.ma/fr/a/7919529/vente-bel-appartement-quartier-princesses,Appartement,"136
						m²",4 Pièces
Appartement luxe a vendre Gauthier,3 500 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/037/139F/m/photo_0_6179000.jpg,https://www.mubawab.ma/fr/a/7037139/appartement-luxe-a-vendre-gauthier,Appartement,"221
						m²",4 Pièces
Villa patrimoine à vendre Gauthier,12 000 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/666/352F/m/photo_0_43665006.jpg,https://www.mubawab.ma/fr/a/7666352/villa-patrimoine-%C3%A0-vendre-gauthier,Villa,"524
						m²",8 Pièces
Villa Anfa supérieur a vendre,45 000 000 DH,"Anfa Supérieur à
   					Casablanca",https://www.mubawab-media.com/ad/7/857/203F/m/871f87bc-e76e-43d3-8ca5-756915c61d4b_66856866.jpg,https://www.mubawab.ma/fr/a/7857203/villa-anfa-sup%C3%A9rieur-a-vendre,,"1510
						m²",5 Pièces
Studio a vendre sur CFC,1 850 000 DH,"Casablanca Finance City à
   					Casablanca",https://www.mubawab-media.com/ad/7/921/405F/m/photo_00_75692307.jpeg,https://www.mubawab.ma/fr/a/7921405/studio-a-vendre-sur-cfc,,"93
						m²",2 Pièces
Villa a vendre à Chantilly Casablanca,12 000 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/666/354F/m/photo_0_71014657.33.47%20PM_71014657.jpeg,https://www.mubawab.ma/fr/a/7666354/villa-a-vendre-%C3%A0-chantilly-casablanca,Villa,"746
						m²",5 Pièces
Villa à vendre a Dawliz,25 000 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/5/982/694F/m/20171107_163910_424675.jpg,https://www.mubawab.ma/fr/a/5982694/villa-%C3%A0-vendre-a-dawliz,Villa,"1345
						m²",7 Pièces
A vendre top Appt 82m2 au CFC,1 900 000 DH,"Casablanca Finance City à
   					Casablanca",https://www.mubawab-media.com/ad/7/801/017F/m/20231024_130227_59164480.jpg,https://www.mubawab.ma/fr/a/7801017/a-vendre-top-appt-82m2-au-cfc,Appartement,"82
						m²",2 Pièces
Villa à vendre au quartier CIL,13 000 000 DH,"CIL (Hay Salam) à
   					Casablanca",https://www.mubawab-media.com/ad/7/930/973F/m/Photo%201_76469476.jpg,https://www.mubawab.ma/fr/a/7930973/villa-%C3%A0-vendre-au-quartier-cil,Villa,"400
						m²",2 Pièces
Appartement dans une residence calme,3 000 000 DH,"Ain Diab Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/926/091F/m/IMG_8757_76094680.jpeg,https://www.mubawab.ma/fr/a/7926091/appartement-dans-une-residence-calme,Appartement,"250
						m²",4 Pièces
Appartement dans une résidence moyen stan...,Prix à consulter,"Anassi à
   					Casablanca",https://www.mubawab-media.com/ad/7/926/070F/m/photo_00_76087755.jpeg,https://www.mubawab.ma/fr/a/7926070/appartement-dans-une-r%C3%A9sidence-moyen-standing,Appartement,"74
						m²",3 Pièces
Petite villa hay el qods bernoussi a vend...,3 450 000 DH,"Al Qods à
   					Casablanca",https://www.mubawab-media.com/ad/7/917/215F/m/Salon%20et%20sejour_75394287.jpg,https://www.mubawab.ma/fr/a/7917215/petite-villa-hay-el-qods-bernoussi-a-vendre,Maison,"290
						m²",7 Pièces
Appartement rénové à vendre sur la cornic...,2 750 000 DH,"El Manar - El Hank à
   					Casablanca",https://www.mubawab-media.com/ad/7/871/806F/m/IMG_0336_68906731.JPG,https://www.mubawab.ma/fr/a/7871806/appartement-r%C3%A9nov%C3%A9-%C3%A0-vendre-sur-la-corniche-de-casablanca,Appartement,"125
						m²",5 Pièces
Appartements à vendre à Casablanca de hau...,1 501 500 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/864/003F/m/2_70140394.png,https://www.mubawab.ma/fr/a/7864003/appartements-%C3%A0-vendre-%C3%A0-casablanca-de-hautstanding,Appartement,"116
						m²",3 Pièces
Appartement de 86 m bien orienté à ain se...,866 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/851/437F/m/6_69785465.jpg,https://www.mubawab.ma/fr/a/7851437/appartement-de-86-m-bien-orient%C3%A9-%C3%A0-ain-sebaa,Appartement,"86
						m²",3 Pièces
Appartement de luxe 78m avec trois chambr...,987 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/622/622F/m/15_75787510.jpg,https://www.mubawab.ma/fr/a/7622622/appartement-de-luxe-78m-avec-trois-chambres,Appartement,"78
						m²",4 Pièces
Appartement de 95m a vendre tres calme,950 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/803/420F/m/1%20%2818%29_69882973.jpeg,https://www.mubawab.ma/fr/a/7803420/appartement-de-95m-a-vendre-tres-calme,Appartement,"95
						m²",4 Pièces
Bel appartement de 72m à ain sebaa,828 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/866/872F/m/1_73278091.jpg,https://www.mubawab.ma/fr/a/7866872/bel-appartement-de-72m-%C3%A0-ain-sebaa,Appartement,"72
						m²",3 Pièces
Appartement à vendre 74 m² à Ain sebaa,760 000 DH,"Aïn Sebaâ à
   					Casablanca",https://www.mubawab-media.com/ad/7/852/493F/m/8_73185302.jpg,https://www.mubawab.ma/fr/a/7852493/appartement-%C3%A0-vendre-74-m%C2%B2-%C3%A0-ain-sebaa,Appartement,"74
						m²",3 Pièces
Appatement a vendre Casablanca Maarif,620 000 DH,"Maârif à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/305F/m/bd16de84-d637-4bf6-8f2f-78afada88457_76466028.jpg,https://www.mubawab.ma/fr/a/7931305/appatement-a-vendre-casablanca-maarif,Appartement,"47
						m²",3 Pièces
Appartement 96m² à belvédère,1 041 000 DH,"Belvédère à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/263F/m/_Appart%20%281%29_76462480.JPG,https://www.mubawab.ma/fr/a/7931263/appartement-96m%C2%B2-%C3%A0-belv%C3%A9d%C3%A8re,Appartement,"96
						m²",1 Pièce
Appartement à vendre à Palmier,1 100 000 DH,"Palmier à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/205F/m/photo_0_76458066.jpeg,https://www.mubawab.ma/fr/a/7931205/appartement-%C3%A0-vendre-%C3%A0-palmier,Appartement,"46
						m²",1 Pièce
Villa à vendre sur Californie 2527 m²,25 000 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/251/236F/m/2_12305706.jpg,https://www.mubawab.ma/fr/a/7251236/villa-%C3%A0-vendre-sur-californie-2527-m%C2%B2,Villa,"2527
						m²",10 Pièces
Immeuble à vendre à maarif,Prix à consulter,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/931/172F/m/b3d38d94-04c7-4f8d-81a5-692c23d132a8_76457830.jpeg,https://www.mubawab.ma/fr/a/7931172/immeuble-%C3%A0-vendre-%C3%A0-maarif,Maison,"150
						m²",10 Pièces
Apt 153 m² 2 chambres terrasses,1 420 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/928/542F/m/20240603_151611_76293126.jpg,https://www.mubawab.ma/fr/a/7928542/apt-153-m%C2%B2-2-chambres-terrasses,Appartement,"153
						m²",2 Pièces
Villa 417 m² 4 chambres résidence Polo/Cr...,5 200 000 DH,"Polo à
   					Casablanca",https://www.mubawab-media.com/ad/7/822/710F/m/20220610_094439_61699635.jpg,https://www.mubawab.ma/fr/a/7822710/villa-417-m%C2%B2-4-chambres-r%C3%A9sidence-polo-cr%C3%AAtes,Villa,"417
						m²",2 Pièces
Apt 90 m² Cité des Arts neuf 2 chambres,1 650 000 DH,"Ain Diab à
   					Casablanca",https://www.mubawab-media.com/ad/7/235/098F/m/DSC02687_11639405.jpg,https://www.mubawab.ma/fr/a/7235098/apt-90-m%C2%B2-cit%C3%A9-des-arts-neuf-2-chambres,Appartement,"90
						m²",2 Pièces
Villa 1472 m² Villa d'Architecte 4 suites,14 900 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/589/193F/m/20221121_112850_36159503.jpg,https://www.mubawab.ma/fr/a/7589193/villa-1472-m%C2%B2-villa-d-architecte-4-suites,Villa,"1370
						m²",4 Pièces
Villa 550 m² angle plein sud Mandarouna 4...,9 000 000 DH,"Mandarona à
   					Casablanca",https://www.mubawab-media.com/ad/7/773/679F/m/20230908_113657_55556051.jpg,https://www.mubawab.ma/fr/a/7773679/villa-550-m%C2%B2-angle-plein-sud-mandarouna-4-chambres,Villa,"550
						m²",4 Pièces
Apt 200 m² 3 chambres sans vis à vis,3 000 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/6/922/747F/m/20220905_145703_30981764.jpg,https://www.mubawab.ma/fr/a/6922747/apt-200-m%C2%B2-3-chambres-sans-vis-%C3%A0-vis,Appartement,"200
						m²",4 Pièces
Villa 1007 m² plein sud calme/soleil 5 ch...,12 450 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/6/968/581F/m/DSCF4555.jpg,https://www.mubawab.ma/fr/a/6968581/villa-1007-m%C2%B2-plein-sud-calme-soleil-5-chambres,Villa,"1007
						m²",7 Pièces
Villa commerciale 1488 m² commerciale LCS,18 000 000 DH,"Longchamps (Hay Al Hanâa) à
   					Casablanca",https://www.mubawab-media.com/ad/7/534/007F/m/20211015_114608_31581171.jpg,https://www.mubawab.ma/fr/a/7534007/villa-commerciale-1488-m%C2%B2-commerciale-lcs,,"1465
						m²",6 Pièces
Villa 1003 m² 4 chambres piscine calme,14 500 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/474/839F/m/DSCF0221_27039099.JPG,https://www.mubawab.ma/fr/a/7474839/villa-1003-m%C2%B2-4-chambres-piscine-calme,Villa,"1003
						m²",7 Pièces
Apt 145 m² SUD 3 chambres proche max mara,2 650 000 DH,"Triangle d'Or à
   					Casablanca",https://www.mubawab-media.com/ad/7/781/144F/m/Apt%20140%20m%C2%B2%2012%20%281%20sur%201%29_73367241.jpg,https://www.mubawab.ma/fr/a/7781144/apt-145-m%C2%B2-sud-3-chambres-proche-max-mara,Appartement,"145
						m²",3 Pièces
Villa moderne 1100 m² 4 chambres,16 000 000 DH,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/439/983F/m/20221114_144407_36174352.jpg,https://www.mubawab.ma/fr/a/7439983/villa-moderne-1100-m%C2%B2-4-chambres,Villa,"1100
						m²",7 Pièces
Apt 205 m² plein sud 3 chambres,2 600 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/882/192F/m/20221004_095355_70408090.jpg,https://www.mubawab.ma/fr/a/7882192/apt-205-m%C2%B2-plein-sud-3-chambres,Appartement,"205
						m²",2 Pièces
Apt 255 m² 4 chambres angle proche Soukta...,3 150 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/485/489F/m/20220722_105325_28142936.jpg,https://www.mubawab.ma/fr/a/7485489/apt-255-m%C2%B2-4-chambres-angle-proche-souktani,Appartement,"255
						m²",7 Pièces
Apt 170 m² plein sud proche Abdelmoumen,2 100 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/889/753F/m/20240329_113537_71697272.jpg,https://www.mubawab.ma/fr/a/7889753/apt-170-m%C2%B2-plein-sud-proche-abdelmoumen,Appartement,"170
						m²",2 Pièces
Apt 170 m² plein sud 3 chambres,1 750 000 DH,"Maârif Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/526/558F/m/20220905_125955_30980628.jpg,https://www.mubawab.ma/fr/a/7526558/apt-170-m%C2%B2-plein-sud-3-chambres,Appartement,"170
						m²",4 Pièces
Apt 140 m² 2 chambres proche 9 avril,1 690 000 DH,"Palmier à
   					Casablanca",https://www.mubawab-media.com/ad/7/625/110F/m/20230214_120056_41591576.jpg,https://www.mubawab.ma/fr/a/7625110/apt-140-m%C2%B2-2-chambres-proche-9-avril,Appartement,"140
						m²",2 Pièces
Apt 198 m² 3 chambres terrasse SUD,2 850 000 DH,"Ain Diab Extension à
   					Casablanca",https://www.mubawab-media.com/ad/7/758/348F/m/20230812_114618_53748862.jpg,https://www.mubawab.ma/fr/a/7758348/apt-198-m%C2%B2-3-chambres-terrasse-sud,Appartement,"198
						m²",4 Pièces
Villa 240 m² à raser Hay El Hana,3 750 000 DH,"Longchamps (Hay Al Hanâa) à
   					Casablanca",https://www.mubawab-media.com/ad/7/758/356F/m/20230810_150703_53749116.jpg,https://www.mubawab.ma/fr/a/7758356/villa-240-m%C2%B2-%C3%A0-raser-hay-el-hana,,"244
						m²",2 Pièces
Apt 239 m² 3/4 chambres Racine proche Mas...,5 100 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/918/826F/m/20240520_140027_75514350.jpg,https://www.mubawab.ma/fr/a/7918826/apt-239-m%C2%B2-3-4-chambres-racine-proche-massira,Appartement,"239
						m²",2 Pièces
Apt 169 m² vide terrasse 3 chambres,15 000 DH,"Triangle d'Or à
   					Casablanca",https://www.mubawab-media.com/ad/7/917/716F/m/IMG-20240515-WA0000_75426015.jpg,https://www.mubawab.ma/fr/a/7917716/apt-169-m%C2%B2-vide-terrasse-3-chambres,Appartement,"169
						m²",3 Pièces
Apt 282 m² 5ème sans vis à vis Sud,4 550 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/870/538F/m/20240223_111818_68671197.jpg,https://www.mubawab.ma/fr/a/7870538/apt-282-m%C2%B2-5%C3%A8me-sans-vis-%C3%A0-vis-sud,Appartement,"282
						m²",2 Pièces
Apt 180 m² 2 chambres terrasse plein oues...,2 850 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/692/018F/m/20230503_183902_46528525.jpg,https://www.mubawab.ma/fr/a/7692018/apt-180-m%C2%B2-2-chambres-terrasse-plein-ouest,Appartement,"180
						m²",2 Pièces
Villa 730 m² moderne 4 chambres Val d'Anf...,13 900 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/446/674F/m/20220512_141622_24897783.jpg,https://www.mubawab.ma/fr/a/7446674/villa-730-m%C2%B2-moderne-4-chambres-val-d-anfa,Villa,"730
						m²",6 Pièces
Villa 1582 m² 4 chambres plein sud piscin...,Prix à consulter,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/751/188F/m/20230731_122945_52830602.jpg,https://www.mubawab.ma/fr/a/7751188/villa-1582-m%C2%B2-4-chambres-plein-sud-piscine,Villa,"1584
						m²",3 Pièces
Apt 228 m² plein sud 3 chambres Gauthier/...,3 200 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/648/728F/m/20220811_124530_42220766.jpg,https://www.mubawab.ma/fr/a/7648728/apt-228-m%C2%B2-plein-sud-3-chambres-gauthier-s,Appartement,"220
						m²",2 Pièces
Villa 396 m² plein sud 5 chambres à rénov...,6 300 000 DH,"Longchamps (Hay Al Hanâa) à
   					Casablanca",https://www.mubawab-media.com/ad/7/157/623F/m/DSCF6793_8462169.JPG,https://www.mubawab.ma/fr/a/7157623/villa-396-m%C2%B2-plein-sud-5-chambres-%C3%A0-r%C3%A9nover,Villa,"396
						m²",7 Pièces
Apt 172 m² plein sud sans vis à vis proch...,2 100 000 DH,"Les Hôpitaux à
   					Casablanca",https://www.mubawab-media.com/ad/7/049/786F/m/DSCF7990_6302261.jpg,https://www.mubawab.ma/fr/a/7049786/apt-172-m%C2%B2-plein-sud-sans-vis-%C3%A0-vis-proche-h%C3%B4pital,Appartement,"172
						m²",4 Pièces
Apt 220 m² 3 chambres terrasse angle,3 600 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/840/347F/m/20240102_155703_64439043.jpg,https://www.mubawab.ma/fr/a/7840347/apt-220-m%C2%B2-3-chambres-terrasse-angle,Appartement,"220
						m²",4 Pièces
Villa 1258 m² Ain Diab proche hôtel suiss...,18 800 000 DH,"Ain Diab à
   					Casablanca",https://www.mubawab-media.com/ad/7/673/697F/m/IMG-20210212-WA0012_46284806.jpg,https://www.mubawab.ma/fr/a/7673697/villa-1258-m%C2%B2-ain-diab-proche-h%C3%B4tel-suisse-4-ch,Villa,"1258
						m²",6 Pièces
Apt 170 m² 3 chambres sans vis à vis,3 100 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/824/862F/m/20231205_093330_62036993.jpg,https://www.mubawab.ma/fr/a/7824862/apt-170-m%C2%B2-3-chambres-sans-vis-%C3%A0-vis,Appartement,"170
						m²",3 Pièces
Duplex 337 m² 4 chambres terrasses Sud,4 700 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/843/545F/m/20240108_095225_64926935.jpg,https://www.mubawab.ma/fr/a/7843545/duplex-337-m%C2%B2-4-chambres-terrasses-sud,Appartement,"337
						m²",4 Pièces
Apt 85 m² terrasse 2 chambres marché badr,1 290 000 DH,"Bourgogne Ouest à
   					Casablanca",https://www.mubawab-media.com/ad/7/578/282F/m/20221104_173903_34984886.jpg,https://www.mubawab.ma/fr/a/7578282/apt-85-m%C2%B2-terrasse-2-chambres-march%C3%A9-badr,Appartement,"85
						m²",2 Pièces
Apt 205 m² 3 chambres sans vis à vis,3 400 000 DH,"Racine à
   					Casablanca",https://www.mubawab-media.com/ad/7/054/253F/m/DSCF5786_6378802.jpg,https://www.mubawab.ma/fr/a/7054253/apt-205-m%C2%B2-3-chambres-sans-vis-%C3%A0-vis,Appartement,"205
						m²",5 Pièces
Villa 1618 m² commerciale LCS proche Rout...,Prix à consulter,"Californie à
   					Casablanca",https://www.mubawab-media.com/ad/7/304/830F/m/DSC06242_14714656.JPG,https://www.mubawab.ma/fr/a/7304830/villa-1618-m%C2%B2-commerciale-lcs-proche-route-de-f%C3%A8s,Villa,"1618
						m²",3 Pièces
Villa 1400 m² Sud 5 chambres Chantilly,21 000 000 DH,"Anfa à
   					Casablanca",https://www.mubawab-media.com/ad/7/232/104F/m/DSCF7546_11512848.JPG,https://www.mubawab.ma/fr/a/7232104/villa-1400-m%C2%B2-sud-5-chambres-chantilly,Villa,"1400
						m²",7 Pièces
Apt 236 m² 3 chambres terrasse Ollier,3 350 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/826/444F/m/20231207_121311_62193809.jpg,https://www.mubawab.ma/fr/a/7826444/apt-236-m%C2%B2-3-chambres-terrasse-ollier,Appartement,"236
						m²",3 Pièces
### À Vendre: Maison Casablanca Jamila 4,1 600 000 DH,"Jamila 4 à
   					Casablanca",https://www.mubawab-media.com/ad/7/930/520F/m/IMG_0931_76407025.jpeg,https://www.mubawab.ma/fr/a/7930520/-%C3%A0-vendre-maison-casablanca-jamila-4,Maison,"200
						m²",10 Pièces
Vente d'un appartement 3 chambres à la Fe...,2 550 000 DH,"Ferme Bretonne (Hay Arraha) à
   					Casablanca",https://www.mubawab-media.com/ad/7/180/162F/m/photo_0_44452583.07.39_44452583.jpeg,https://www.mubawab.ma/fr/a/7180162/vente-d-un-appartement-3-chambres-%C3%A0-la-ferme-bretonne,Appartement,"142
						m²",4 Pièces
Luxueux appartement F2 meublé de 80 M2 à...,1 600 000 DH,"Les princesses à
   					Casablanca",https://www.mubawab-media.com/ad/7/244/324F/m/20240521_123824_75776732.jpg,https://www.mubawab.ma/fr/a/7244324/luxueux-appartement-f2-meubl%C3%A9-de-80-m2-%C3%A0-vendre,Appartement,"80
						m²",2 Pièces
Appartement d'architecte meublé neuf à Bd...,2 900 000 DH,"Gauthier à
   					Casablanca",https://www.mubawab-media.com/ad/7/379/965F/m/20240420_184352_75188418.jpg,https://www.mubawab.ma/fr/a/7379965/appartement-d-architecte-meubl%C3%A9-neuf-%C3%A0-bd-m-youssef,Appartement,"115
						m²",3 Pièces
Appartement neuf de 2 chambres à la Ferme...,1 170 000 DH,"Ferme Bretonne (Hay Arraha) à
   					Casablanca",https://www.mubawab-media.com/ad/7/368/557F/m/20231202_133551_63035507.jpg,https://www.mubawab.ma/fr/a/7368557/appartement-neuf-de-2-chambres-%C3%A0-la-ferme-bretonne,Appartement,"61
						m²",3 Pièces
Villa Commerciale CIL Grande Façade Top E...,20 500 000 DH,"CIL (Hay Salam) à
   					Casablanca",https://www.mubawab-media.com/ad/7/923/721F/m/2150799627%20%281%29_75915996.jpg,https://www.mubawab.ma/fr/a/7923721/villa-commerciale-cil-grande-fa%C3%A7ade-top-endroit,Villa,"795
						m²",8 Pièces
